"SRR5311879" "SRR5311880" "SRR5311881" "SRR5311882" "SRR5311883" "SRR5311884"
"FBtr0070092" 110.122358769172 116.92244240167 131.003052754667 91.9153040362811 92.7513522232721 94.5706835039495
"FBtr0070093" 6.90117781828604 5.34815262366523 9.00329852188725 8.47545509852348 8.54841908223077 4.84457278497569
"FBtr0070094" 12.5102605129643 15.1347008753125 12.7895194066921 11.8320551929704 11.9993477374767 11.3068093084992
"FBtr0070095" 0 0 0 0 0.0303369475332558 0.51987115400333
"FBtr0070097" 1.67159491843255 1.85167002822524 1.35578923488196 1.15913729608357 1.65606233395131 1.26026387429669
"FBtr0070098" 14.5037685091068 16.3005408689035 13.4801986258131 16.1988105528453 16.1365643958697 15.3905891077339
"FBtr0070099" 7132.57446303656 6778.61037355702 6051.05958205123 6505.48073935945 6393.63412328951 4897.98099734092
"FBtr0070100" 10.7877431668769 13.900396304521 23.0812249867062 19.2478958595071 18.9213947315489 22.0832126377534
"FBtr0070101" 3.08777603141853 3.24492514197323 1.95454731843687 2.59388237318266 1.98294647214764 2.56967202031975
"FBtr0070102" 0 0 0 0.458562584428059 0.66830437797769 0.459648688593071
"FBtr0070103" 0.451071382367239 0 0.674081167766972 0 0.439687012148176 0.267095427999424
"FBtr0070106" 16.34183230584 19.3339097759397 21.5406643739746 12.6424772822976 14.9542143612842 20.5969405048486
"FBtr0070107" 1.08126332262182 2.35875415441979 0.631453386742591 1.44293674662329 1.00464454976114 1.23015934073117
"FBtr0070108" 8.69798261088119 7.4226778722138 7.10545034330792 9.22630060820144 9.07679098996536 9.90217371280063
"FBtr0070109" 0 0 0 0 0 0
"FBtr0070110" 0.455413676223761 0.470858441437931 0.318770337580664 0.9184792496141 0.687910750276358 0.633410714050495
"FBtr0070115" 30.5449376621009 37.0555620411429 32.8744183627899 38.3771956909856 34.4662994247127 31.3391650867213
"FBtr0070116" 9.27742952857973 10.500255400554 8.34110607487898 11.2865742288554 13.1555973712565 13.9427182866897
"FBtr0070117" 0 0.546416630039756 0 0 0 0
"FBtr0070118" 2.59326299400159 2.228977456982 3.14845620847479 0 0.438858795434392 0
"FBtr0070119" 11.4332311996849 11.3813594362086 10.3310686007584 16.1640285230369 15.6241452033714 15.7953891048592
"FBtr0070120" 10.0609688127846 12.2335008173142 9.7115952770474 10.1480047309518 11.3883647398116 9.95556801229775
"FBtr0070121" 16.11335064699 19.5657778637463 16.6174810138233 16.9566250359838 14.9570432238859 15.2272162692265
"FBtr0070122" 142.788808610643 152.098488638522 140.464967937113 126.320300892068 142.601373798727 143.195236530533
"FBtr0070123" 11.6919792472389 13.5228589315137 12.9714287697124 10.1237886790747 13.3382357506437 12.5337308891405
"FBtr0070124" 0.337331029402536 0.70351025677997 0.685658144427728 0.318555848706108 0 0.441680100616067
"FBtr0070125" 75.108188282986 101.088242838734 82.3716702004375 88.5789478559291 91.7510323738278 85.8293250035572
"FBtr0070126" 122.009212423595 110.514565373713 117.989586417845 113.245373254926 100.155467850944 111.365566813524
"FBtr0070127" 16.6930210551264 19.7801244290934 23.8584019916644 15.6211192642803 15.4649625031343 24.2143236783246
"FBtr0070128" 1.14315319536439 2.56013502842785 1.97463126856917 1.58724453386307 2.63125938078042 1.12437697235303
"FBtr0070129" 0 0.698640776128673 0 0 0.820571280243164 0
"FBtr0070130" 0.000385468559425262 5.07388370902975e-08 1.03620515994103e-10 7.16185661625141e-10 2.51523605329116e-05 0.450468952526014
"FBtr0070131" 1.65636528442194 1.59280799378271 1.57840520352746 1.95796190224879 1.56578961929709 0.283873168389463
"FBtr0070132" 4.60592199937431 3.64310269612688 1.78725293893722 5.23030346370519 3.83011439164506 5.76521011250048
"FBtr0070133" 0.231748506942505 0 0 0 0.241413364616553 0
"FBtr0070134" 37.6169738865591 38.6733778389442 33.175636200402 31.5474287122094 33.4504184604161 30.5073489231565
"FBtr0070135" 35.2954061559361 30.3986270770063 34.3269782516713 39.3603999349416 40.7839711737472 31.7741859487514
"FBtr0070136" 17.3518437018132 19.0385305534618 21.5442572355851 11.3705912629698 17.4571910097113 14.1510471940145
"FBtr0070137" 12.6855276071445 12.8846257541391 12.5018705475061 18.2284551574866 13.276176199365 9.35810751356943
"FBtr0070138" 4.03363427639807 3.6413665720987 3.46655542223005 3.93843839188177 2.97147128718505 2.15590814222828
"FBtr0070139" 2.01314563661913 1.98431544748077 3.72785093789264 3.25352091103226 2.94995381205336 4.10756704126869
"FBtr0070140" 8.76375398700742 9.33381545145994 7.69165477964381 8.38117527356737 8.00733106219514 5.5350935923537
"FBtr0070141" 48.500026982412 55.1446440242634 57.5329916271637 46.2959525401657 48.1002734977994 51.3884783687883
"FBtr0070142" 9.09984972446588 4.10273098786311 3.62203785544203 7.42670599980035 7.03811424702635 4.41400793827978
"FBtr0070145" 10.260788774679 8.86597042077923 7.69333044076953 13.2105845340617 12.2547081870176 11.6821705895482
"FBtr0070146" 29.8209847916565 33.2501530946983 29.5088254178123 28.3298056647472 26.7738226662551 27.5591209701044
"FBtr0070147" 64.4489125895142 57.6371987054352 60.2695782695686 97.5180648905703 104.810520776886 85.3533351743146
"FBtr0070148" 1003.4082705954 1054.49308663665 1023.91565191236 1132.21680425045 1113.23544686041 966.840689047665
"FBtr0070149" 0.0464513154603406 0.137865133817337 0.0983934888145818 0.0942031861907852 0.432500671594313 0.312587699542528
"FBtr0070150" 0.301329439392228 0.412443593066973 0.139681936353555 0.829704109776452 0.511191936177633 0.421034019573959
"FBtr0070151" 19.8705147601105 22.6391944399187 18.5561709440476 21.8484708013457 22.9985587787972 22.8227184136786
"FBtr0070155" 1280.81684194171 1370.4232075336 1246.84444350423 1157.83628587008 1132.09594357579 1091.88656632722
"FBtr0070156" 262.200793053214 292.875780606483 236.194844710255 229.409813669951 252.906694245504 235.233918863638
"FBtr0070157" 24.4698598123386 27.6617078759589 19.0283743055136 16.011606105064 11.6774499207955 12.5951728821045
"FBtr0070158" 13.2753962122591 10.5387610483776 15.7965192614152 7.19223822655601 7.94075495831216 7.73427645737129
"FBtr0070159" 211.677076391542 243.674608374206 249.315641669368 224.513850838086 237.513742643437 211.96793642499
"FBtr0070160" 47.5673716920597 47.8043375172513 51.4612034001559 41.5413773065387 38.4955956520236 44.5370039230279
"FBtr0070161" 7.1756615858227 7.87732143652848 6.45708900290162 8.43439652320966 4.8932558637529 8.50202078910269
"FBtr0070163" 7.7882623911219 3.37420849865888 6.22179429037627 4.514872046743 4.99317678800325 4.80215114113395
"FBtr0070164" 22.3030475452275 20.7178647158794 19.2104973262861 20.0914638584019 25.1214910009272 19.6968978002775
"FBtr0070165" 37.1615242156928 44.8307812369226 34.4497356068407 43.6180075678738 33.5400741738691 41.4238112742893
"FBtr0070167" 0.890688538355989 1.62609153542205 0.816015487578313 1.11627314773925 0.126604663281047 1.12305773335211
"FBtr0070168" 8.36304542617556 9.90328960901878 9.65853080504382 7.68903676849939 6.27143506562377 8.48445685557643
"FBtr0070169" 2.45205250468628 5.14872689174527 4.64155064343991 2.46535874851068 3.48634459154779 1.92610558275052
"FBtr0070170" 6.87805350938257 8.33885626093867 5.98365965995441 9.63641028342332 9.36782895935754 11.7022447376998
"FBtr0070171" 1.26897713019519 0.694134751406272 0.743275680286943 1.4225735942029 1.73826977985183 1.11026819025563
"FBtr0070172" 7.50366172745866 7.71222747366137 8.62121119264873 10.4828920317479 10.8402064980712 8.24560743927763
"FBtr0070173" 19.1425426045886 20.799406001106 16.1587866898622 19.4042700895397 21.1505694172301 19.5915295314467
"FBtr0070174" 0.106363839945617 0 0 1.56177446483772 0.769079909882798 1.06611169901294e-05
"FBtr0070175" 24.6646365678153 22.0401739587485 22.0769853645873 31.8643952054002 32.8222344063709 30.4395626374093
"FBtr0070176" 23.8554368265935 24.6331782235579 22.8993925941212 21.9778405436324 21.785297130713 16.7952168883802
"FBtr0070177" 13.0351768211728 13.0327725382105 14.8392952429488 14.6487666764291 17.9208495750582 18.3881643401613
"FBtr0070178" 6.73396722343202 6.62808851432973 6.869904933058 9.39543458857852 9.24518981048627 3.38948717464108
"FBtr0070179" 188.382391845168 183.624330410581 181.575286547614 164.744540101733 170.984202268515 147.425281532534
"FBtr0070180" 17.0514881367874 12.8399841250765 9.58198648006797 14.1114800570878 14.803373981796 16.2504592718909
"FBtr0070181" 0.0234561854934511 0.0602763096308667 0.0734830809980007 0.022819908743525 0 0.0707332573648841
"FBtr0070182" 22.3058727986313 27.2267915772792 18.2040425571141 21.9698723824137 20.316023963887 18.7965212233116
"FBtr0070183" 7.1059933804541 6.43752542136952 8.24611050904835 6.50165158420285 7.33036491853177 7.2287703674139
"FBtr0070184" 4.39635248827125 3.2980797768963 3.26305591697232 3.642474905576 2.37862827998557 3.76891705984204
"FBtr0070185" 8.92659545500077 7.83792526363554 24.5756599878755 7.01890279559596 7.05980277873983 10.1094517239544
"FBtr0070186" 108.99769310542 102.420379724235 104.085057418162 143.446835002644 129.557095876029 127.966595391078
"FBtr0070187" 3.44308197696978 2.78814498201806 3.91785192734071 3.18335408501027 2.90793912973737 2.49388229678976
"FBtr0070188" 21.6344146987143 25.1979636675145 21.9633819881381 22.5759457790478 22.2188565406867 20.2191333820566
"FBtr0070189" 6.83759402882878 8.39705651169293 7.54111214050414 11.9057234713836 12.7320720160891 9.83743790166494
"FBtr0070195" 0.899556254885879 1.5280243853899 2.8615144049829 6.13063104054789 5.9975783478385 9.67188449355951
"FBtr0070197" 23.0008400857227 23.1494751913308 47.3131848929953 44.4663487432376 45.9028016652128 51.796083105206
"FBtr0070198" 14.4013683086711 16.2525711456312 13.7721933038838 16.3503678672028 16.7131959319472 15.7975512477711
"FBtr0070199" 0.206644223553636 0.102190561604718 0 0.209478405385497 0.10684877699583 0.0892189895138195
"FBtr0070200" 0.419209021482195 0.259126266259915 0.49933625209517 0.74364795634487 0.487680379487523 0.587837498315497
"FBtr0070201" 0.878414601095036 0.596568790197236 2.07551349648683 0.891735083551277 0.75417679001308 0.1968228589336
"FBtr0070202" 0.211448068860824 0.183231193038235 0.336252584381617 0.268298894579668 0.30123574314717 0.35546866902119
"FBtr0070203" 28.5469019296253 30.522966914293 20.7155191329921 24.2764557970889 26.7316666267639 23.7077376421816
"FBtr0070204" 0 0.103474725606882 0 0.424199367452585 0.540321043912893 0.235830646628432
"FBtr0070205" 0.444171760055472 0.440490594363875 0 0 0.46112186450498 0
"FBtr0070206" 0.280007638894143 0.199252611343918 0.313489562855368 0.393760086749157 0.477063251210818 0.538788394955454
"FBtr0070207" 8.00456461494831 9.91287173418488 7.10184056072937 16.6729233872752 17.4503734250656 14.2485715514214
"FBtr0070209" 39.203106592611 40.3495846560568 39.9606058969526 40.4121768680245 40.5642554932111 39.3678901567333
"FBtr0070211" 25.5018997573629 26.0917012496923 45.8902742015083 24.1941559313362 22.8011921379719 19.9410414832003
"FBtr0070212" 23.0786310732477 24.5909984846204 21.7206870125695 20.8254908680214 21.2269399292157 19.8133459458793
"FBtr0070213" 0.402134963046909 0.264026476575906 1.41350383316661 0.541101019151808 0.137770755274053 3.31689743365776
"FBtr0070215" 21.8793931577869 21.6995948472114 19.5585385482825 19.4826883956489 19.4264102317859 18.4376839929561
"FBtr0070216" 63.4617987915692 66.6784981126672 62.8976362023906 56.6046750870866 61.8675732302163 45.7808906583348
"FBtr0070217" 8.69436757960856 9.33050456640095 9.59954077376765 12.0632701880659 10.2662694676289 8.40939819275477
"FBtr0070218" 0.323158389899023 0.276592311147097 0 0.321907857706706 0.608891177269821 0.629998340899151
"FBtr0070219" 0.823918685057444 0.789497930737368 1.08674810370985 1.13694166630991 1.88325534855586 0.865673431757717
"FBtr0070222" 0 0 0.13139875772438 0 0.149964744022947 0
"FBtr0070225" 22.0559222456165 22.769593790198 27.8231690448025 21.3753761886981 24.3121552764268 21.3795358660026
"FBtr0070230" 10.1876681180843 10.8932678672651 10.2608115435852 10.6453075656502 12.0723459902332 8.30179948319184
"FBtr0070231" 18.3620950176316 19.1222647064525 16.3944780456081 20.5752433419389 21.6433709906654 18.3393531108367
"FBtr0070233" 82.88114446979 85.5086331629804 98.8301323825711 88.0529370317797 77.9708116833253 71.0735116882574
"FBtr0070234" 11.9787731576634 18.4811891386505 11.4862226118678 13.4080335668719 9.76622654097988 11.0874347346338
"FBtr0070235" 7.3599530228657 10.945313284515 5.10469916055741 5.77220830509368 8.06116743526952 7.51253999844518
"FBtr0070236" 9.86296598681083 10.6600231877567 9.66530851224993 9.31256190112899 10.2457927536293 7.92228364423989
"FBtr0070237" 2.44248835885866 2.38124780221454 2.53187049684885 1.16013165588361 1.89202429176581 2.84348972573604
"FBtr0070238" 0.421558288172993 0.632657413348909 1.09423131016784 1.97203047641622 2.24547689477199 2.00450318242764
"FBtr0070239" 8.73981918297334 9.7572069099865 7.20238356659797 7.79526417777676 7.98946134491398 8.53893621156826
"FBtr0070241" 0.544647932305884 0 0.524548328543701 0 0 2.80617647799844e-09
"FBtr0070244" 4.61704552098175 4.19167438366006 5.04177347598708 4.54808301681666 4.99119627357353 4.85109410391326
"FBtr0070245" 6.20978353661624 7.58448481967883 4.57935040156802 5.75941485469465 5.1773741067666 5.46762508137561
"FBtr0070249" 4.46371690468844 2.49784367930292 2.87257469496568 4.96514335398724 3.994151223643 4.71811138543652
"FBtr0070250" 7.32626932248436 7.94670097600462 6.62695548005949 6.43591319618885 6.25282111843439 8.58931917546847
"FBtr0070251" 0.740020861104006 0.60523983262482 0.78431503489187 1.86106667691725 1.499481249387 1.2623542052184
"FBtr0070252" 22.3329815075298 19.2205925481121 18.7566377981218 26.0882678935493 23.2907943230665 25.4901920055973
"FBtr0070253" 19.2765747868182 18.875642228878 24.4932411871246 1.0385163829409 0.639372145590388 0.919425731184598
"FBtr0070254" 12.4542396012256 9.7837878327349 13.1497009289988 11.9371633765915 13.2568845288795 14.4600563382588
"FBtr0070255" 0 0 0 0 0 0
"FBtr0070256" 30.3571063369211 31.0097838163993 29.6630598211837 27.7287272414799 25.3418294033614 24.2276268750651
"FBtr0070257" 1.16273576347732 1.14874690247704 1.22985486106751 1.47169234390892 0.675297316009597 0.978992725004612
"FBtr0070258" 1.5226274080192 7.30618160932657 3.13445395391494 3.87236838738201 3.14628327080925 3.80502810133991
"FBtr0070259" 44.8694893484175 46.5523734084179 50.5070351425434 41.9597446901809 42.7536982737125 40.7963688367728
"FBtr0070260" 1.99408005109118 1.18960473617257 4.27645953900779 1.22949637873616 1.11932330431527 1.3060933445166
"FBtr0070261" 0 0 0 0 0 0
"FBtr0070262" 0 0 0 0 0 0
"FBtr0070263" 0.905204592367172 0.828301854203892 0.982233818066228 0.80639951424817 1.16500869403098 0.824015340189817
"FBtr0070265" 0.190969555553532 0.203497993601683 0.361550319369754 0.161231514826041 0.0847604744881493 0.195001081695243
"FBtr0070266" 0.00192819431028965 1.30309489517879e-09 0 1.127959994153e-09 0 0
"FBtr0070269" 7.43743928240597 7.49360344477794 7.68468956393805 7.14302302046173 7.37950142764292 6.14949791660223
"FBtr0070270" 16.1672948167496 14.9343908950302 17.2450283218479 13.4364419381767 12.9256929006411 9.58541647814037
"FBtr0070272" 3.54372677536606 2.80029093538066 6.34002348410951 2.90321698408417 2.76088929496617 3.9360432487296
"FBtr0070277" 2.33729215151942 2.37617267834375 3.6075808363602 1.85260461237831 1.99752351340456 0.987211455709521
"FBtr0070278" 8.83524856841222 7.67457691979432 6.88400559176141 9.63729307187751 6.73707564579144 6.44073758682526
"FBtr0070279" 7.18757348154857 9.58182490729721 7.73120334529352 8.32853271020967 7.68675940492361 7.59459923895782
"FBtr0070283" 36.8201273775384 35.3013056187433 41.5060513883136 30.4048120796169 31.4262176644352 36.5150265958476
"FBtr0070284" 10.0551342447953 9.6664184765023 6.6560647000916 11.0594437780696 12.2858224786713 10.8441188762523
"FBtr0070285" 9.23414341038223 6.38730631687749 12.7357182325884 10.0571313014185 7.78256113046032 9.4344565044707
"FBtr0070288" 0 0 0 0 0 0
"FBtr0070289" 7.15755441601016 11.2219055862204 9.34788427708323 1.68017827866284 3.69306205313318 8.8299418499421
"FBtr0070290" 1551.76962048873 1654.90860331272 1568.83773048062 1450.28461890477 1447.62987205436 1169.03203294076
"FBtr0070293" 0 0 0 0 0 0
"FBtr0070294" 3.62591115178726 4.96684607422102 4.08637525066657 4.76080833486628 4.13586289018039 4.32736783971496
"FBtr0070295" 3.56741907550621 3.23051430313322 3.69443486084511 3.76244724930006 2.76218724782872 2.50321079439416
"FBtr0070296" 12.8989366175293 15.5162232104337 11.6508576100029 10.2140183471524 9.37012719152999 7.62918970772569
"FBtr0070297" 19.1422211316301 20.5018208505578 19.9782965242868 15.9816660445882 18.488883530714 13.1656649107171
"FBtr0070298" 0.579601521647978 0.571929895592856 0.510281022907797 1.36771858861187 1.59306277272997 2.38793361260408
"FBtr0070299" 0 0 0 2.75182278653093e-08 0 0.412888861537336
"FBtr0070300" 0.000324498819091969 0 1.26905823769068 1.73789226356511e-09 0.00341632499801717 0.00802387681948828
"FBtr0070301" 24.2592918350841 16.1620548114602 20.8335932755224 22.6668077018641 21.6524364334331 24.2380676934317
"FBtr0070308" 22.1754135548864 26.6018562697258 24.6226238129824 21.8327977134841 20.8120407668456 21.938890685381
"FBtr0070310" 6.66338756142863 7.66050222029465 5.61213807914305 5.80549466535243 5.86064234159064 5.0678507348552
"FBtr0070311" 38.4630777019375 38.9662030628384 39.0968448990494 38.7942430554132 39.7314689185283 40.5176115804609
"FBtr0070312" 24.9189093731499 28.857712996512 24.8303388912457 20.785636868445 24.3006484643977 21.4241802730843
"FBtr0070313" 1.74850741222322 0.990893050422995 1.59116177863437 1.01564916927446 1.55583003740808 0.839164543895331
"FBtr0070314" 33.6994661887593 31.1754777847284 32.4341955976978 27.6136745643206 29.4116054613903 21.9166151810319
"FBtr0070315" 12.0032573788261 13.8547691981927 12.0770913906915 11.2319634430023 11.0473875329456 9.89281649343692
"FBtr0070316" 0.171839897030368 1.25778530944857 1.54970878029395e-09 0.00295268950227923 0.774819602182045 0
"FBtr0070317" 16.1973721780449 17.6409679058956 17.1087652314005 15.0024750429786 16.8358783931216 14.5545393487396
"FBtr0070318" 25.987200274024 32.2890387293146 20.1167221223243 22.7807881074429 27.2079057038942 17.7203894601599
"FBtr0070319" 11.3437947212057 11.4169596303707 13.4229108271003 15.2486007201522 12.971164224822 16.311243274527
"FBtr0070320" 0.606673861839745 0.607295504659042 1.38966277456081 0 0 0.682311941046549
"FBtr0070321" 18.1875827679798 20.6975911350882 18.0415038551699 14.8348285842292 14.8351287657386 14.2995195753478
"FBtr0070326" 5.73516423506639 8.1133176485378 4.46558532469238 6.7866297824582 6.42066203316873 5.80590378279596
"FBtr0070328" 2.35682813198134 2.25806020095933 1.88866007341482 2.16965358440021 2.286166783224 1.84399261174835
"FBtr0070330" 0 0 0 3.44979258046063 1.65894940029789 3.10019666195723
"FBtr0070331" 20.1715359010542 20.0879666796587 22.6389000791404 17.2468796101608 19.1448764031681 19.7516515446807
"FBtr0070334" 24.9323912381092 25.9394721112817 32.0437961939792 20.9259320411619 21.3691944596594 22.0159290522612
"FBtr0070335" 2.56959848881846 3.09064492413474 4.0575423204572 2.19637401813684 2.83618280018978 3.45410426930892
"FBtr0070336" 1.6664607547296 0.464218988021465 1.47136299540935 1.15777638409725 2.35057280965928 0.474004488645268
"FBtr0070337" 10.6644885942333 10.2304761939139 12.9565281742108 14.0482465978791 17.8286350225238 12.9698805010362
"FBtr0070338" 9.32261978574812 10.7950926337452 9.28401727451167 10.338253133249 9.05892964575856 7.95507951889549
"FBtr0070339" 19.4126418592398 22.3337023519776 19.202107391287 19.2663570603604 20.2204875668294 18.3538342677334
"FBtr0070340" 3.79763286572614 3.78121260023399 4.07399125733691 3.50966462650374 3.15800201512937 2.90951018465834
"FBtr0070341" 0 0 0.208053886832007 0 0 0
"FBtr0070342" 3.37574693457123 5.11476393814869 0.0782423990552072 3.41361113126943 6.07870385966807 0.595574416702091
"FBtr0070343" 0 0 0 0 0 0
"FBtr0070344" 0 0 0 0 0 0
"FBtr0070345" 6.07020212340654 4.91929525085471 9.09276126861667 6.54650368216053 3.95906265413686 9.71149960947292
"FBtr0070346" 22.110663266566 25.7160184953385 22.7307522791552 24.5093955233615 25.5162159720778 25.3865855848575
"FBtr0070347" 26.1675322487796 30.7734551818434 26.1408437168791 21.4138581496465 21.7079929627118 20.9355004744169
"FBtr0070349" 7.32202180428674 7.48316238011867 10.1614494055076 5.58096012253739 5.60469991250269 5.76797067333828
"FBtr0070350" 5.35439820202605 8.8945976542491 6.08442421621045 4.41867863602058 3.91746974819501 0
"FBtr0070351" 9.1203268064793 7.40024198531314 7.92140581120368 9.69256591641484 10.3291297644689 12.9933749709645
"FBtr0070352" 0.559360447073771 0.446059188221406 0.158495142986635 0.432949445382255 0.318239394187289 0.461598918386234
"FBtr0070353" 3.91662137690177 5.78071266453526 4.26041962717947 4.97820631486386 6.55861978553815 7.51182140460083
